item,affect_valence,utterance,utterance_prob,halo,goal,state
laptop,1,10000,0.19440487174948506,exact,affect,0
laptop,1,10001,0.023102548870433573,exact,affect,0
watch,0,50,0.1602311142443061,exact,affect,0
watch,0,51,0.03267522799112477,exact,affect,0
watch,0,500,0.16023111424430617,exact,affect,0
watch,0,501,0.027292644592058303,exact,affect,0
watch,0,1000,0.19966026297591802,exact,affect,0
watch,0,1001,0.02784399258569187,exact,affect,0
watch,0,5000,0.16023111424430617,exact,affect,0
watch,0,5001,0.026486025043089827,exact,affect,0
watch,0,10000,0.17886247903610905,exact,affect,0
watch,0,10001,0.026486025043089827,exact,affect,0
watch,1,50,0.13947143909612078,exact,affect,0
watch,1,51,0.02844179853712753,exact,affect,0
watch,1,500,0.17379211483921123,exact,affect,0
watch,1,501,0.028158797913210448,exact,affect,0
watch,1,1000,0.1901588627678075,exact,affect,0
watch,1,1001,0.028158797913210448,exact,affect,0
watch,1,5000,0.17730294844504713,exact,affect,0
watch,1,5001,0.02328617513519467,exact,affect,0
watch,1,10000,0.19015886276780758,exact,affect,0
watch,1,10001,0.021070202585262706,exact,affect,0
electric kettle,0,50,0.4508530603792838,exact,state,50
electric kettle,0,51,0.06101632662452401,exact,state,50
electric kettle,0,500,0.06101632662452401,exact,state,50
electric kettle,0,501,0.06101632662452401,exact,state,50
electric kettle,0,1000,0.06101632662452401,exact,state,50
electric kettle,0,1001,0.06101632662452401,exact,state,50
electric kettle,0,5000,0.06101632662452401,exact,state,50
electric kettle,0,5001,0.06101632662452401,exact,state,50
electric kettle,0,10000,0.06101632662452401,exact,state,50
electric kettle,0,10001,0.06101632662452401,exact,state,50
electric kettle,0,50,0.22542805730428223,exact,state,51
electric kettle,0,51,0.37166803309017754,exact,state,51
electric kettle,0,500,0.05029979852825391,exact,state,51
electric kettle,0,501,0.05080531990776285,exact,state,51
electric kettle,0,1000,0.05029979852825391,exact,state,51
electric kettle,0,1001,0.05029979852825391,exact,state,51
electric kettle,0,5000,0.05029979852825391,exact,state,51
electric kettle,0,5001,0.05029979852825391,exact,state,51
electric kettle,0,10000,0.05029979852825391,exact,state,51
electric kettle,0,10001,0.05029979852825391,exact,state,51
electric kettle,0,50,0.06101632662452401,exact,state,500
electric kettle,0,51,0.06101632662452401,exact,state,500
electric kettle,0,500,0.4508530603792838,exact,state,500
electric kettle,0,501,0.06101632662452401,exact,state,500
electric kettle,0,1000,0.06101632662452401,exact,state,500
electric kettle,0,1001,0.06101632662452401,exact,state,500
electric kettle,0,5000,0.06101632662452401,exact,state,500
electric kettle,0,5001,0.06101632662452401,exact,state,500
electric kettle,0,10000,0.06101632662452401,exact,state,500
electric kettle,0,10001,0.06101632662452401,exact,state,500
electric kettle,0,50,0.04664461155710105,exact,state,501
electric kettle,0,51,0.04664461155710105,exact,state,501
electric kettle,0,500,0.28218345603494316,exact,state,501
electric kettle,0,501,0.34465965150824857,exact,state,501
electric kettle,0,1000,0.04664461155710105,exact,state,501
electric kettle,0,1001,0.04664461155710105,exact,state,501
electric kettle,0,5000,0.04664461155710105,exact,state,501
electric kettle,0,5001,0.04664461155710105,exact,state,501
electric kettle,0,10000,0.04664461155710105,exact,state,501
electric kettle,0,10001,0.04664461155710105,exact,state,501
electric kettle,0,50,0.06101632662452401,exact,state,1000
electric kettle,0,51,0.06101632662452401,exact,state,1000
electric kettle,0,500,0.06101632662452401,exact,state,1000
electric kettle,0,501,0.06101632662452401,exact,state,1000
electric kettle,0,1000,0.4508530603792838,exact,state,1000
electric kettle,0,1001,0.06101632662452401,exact,state,1000
electric kettle,0,5000,0.06101632662452401,exact,state,1000
electric kettle,0,5001,0.06101632662452401,exact,state,1000
electric kettle,0,10000,0.06101632662452401,exact,state,1000
electric kettle,0,10001,0.06101632662452401,exact,state,1000
electric kettle,0,50,0.06101632662452401,exact,state,1001
electric kettle,0,51,0.06101632662452401,exact,state,1001
electric kettle,0,500,0.06101632662452401,exact,state,1001
electric kettle,0,501,0.06101632662452401,exact,state,1001
electric kettle,0,1000,0.06101632662452401,exact,state,1001
electric kettle,0,1001,0.4508530603792838,exact,state,1001
electric kettle,0,5000,0.06101632662452401,exact,state,1001
electric kettle,0,5001,0.06101632662452401,exact,state,1001
electric kettle,0,10000,0.06101632662452401,exact,state,1001
electric kettle,0,10001,0.06101632662452401,exact,state,1001
electric kettle,0,50,0.06101632662452401,exact,state,5000
electric kettle,0,51,0.06101632662452401,exact,state,5000
electric kettle,0,500,0.06101632662452401,exact,state,5000
electric kettle,0,501,0.06101632662452401,exact,state,5000
electric kettle,0,1000,0.06101632662452401,exact,state,5000
electric kettle,0,1001,0.06101632662452401,exact,state,5000
electric kettle,0,5000,0.4508530603792838,exact,state,5000
electric kettle,0,5001,0.06101632662452401,exact,state,5000
electric kettle,0,10000,0.06101632662452401,exact,state,5000
electric kettle,0,10001,0.06101632662452401,exact,state,5000
electric kettle,0,50,0.06101632662452401,exact,state,5001
electric kettle,0,51,0.06101632662452401,exact,state,5001
electric kettle,0,500,0.06101632662452401,exact,state,5001
electric kettle,0,501,0.06101632662452401,exact,state,5001
electric kettle,0,1000,0.06101632662452401,exact,state,5001
electric kettle,0,1001,0.06101632662452401,exact,state,5001
electric kettle,0,5000,0.06101632662452401,exact,state,5001
electric kettle,0,5001,0.4508530603792838,exact,state,5001
electric kettle,0,10000,0.06101632662452401,exact,state,5001
electric kettle,0,10001,0.06101632662452401,exact,state,5001
electric kettle,0,50,0.06101632662452401,exact,state,10000
electric kettle,0,51,0.06101632662452401,exact,state,10000
electric kettle,0,500,0.06101632662452401,exact,state,10000
electric kettle,0,501,0.06101632662452401,exact,state,10000
electric kettle,0,1000,0.06101632662452401,exact,state,10000
electric kettle,0,1001,0.06101632662452401,exact,state,10000
electric kettle,0,5000,0.06101632662452401,exact,state,10000
electric kettle,0,5001,0.06101632662452401,exact,state,10000
electric kettle,0,10000,0.4508530603792838,exact,state,10000
electric kettle,0,10001,0.06101632662452401,exact,state,10000
electric kettle,0,50,0.06101632662452401,exact,state,10001
electric kettle,0,51,0.06101632662452401,exact,state,10001
electric kettle,0,500,0.06101632662452401,exact,state,10001
electric kettle,0,501,0.06101632662452401,exact,state,10001
electric kettle,0,1000,0.06101632662452401,exact,state,10001
electric kettle,0,1001,0.06101632662452401,exact,state,10001
electric kettle,0,5000,0.06101632662452401,exact,state,10001
electric kettle,0,5001,0.06101632662452401,exact,state,10001
electric kettle,0,10000,0.06101632662452401,exact,state,10001
electric kettle,0,10001,0.4508530603792838,exact,state,10001
laptop,0,50,0.4508530603792838,exact,state,50
laptop,0,51,0.06101632662452401,exact,state,50
laptop,0,500,0.06101632662452401,exact,state,50
laptop,0,501,0.06101632662452401,exact,state,50
laptop,0,1000,0.06101632662452401,exact,state,50
laptop,0,1001,0.06101632662452401,exact,state,50
laptop,0,5000,0.06101632662452401,exact,state,50
laptop,0,5001,0.06101632662452401,exact,state,50
laptop,0,10000,0.06101632662452401,exact,state,50
laptop,0,10001,0.06101632662452401,exact,state,50
laptop,0,50,0.22554207364448828,exact,state,51
laptop,0,51,0.37185601425548265,exact,state,51
laptop,0,500,0.05032523901250363,exact,state,51
laptop,0,501,0.05032523901250363,exact,state,51
laptop,0,1000,0.05032523901250363,exact,state,51
laptop,0,1001,0.05032523901250363,exact,state,51
laptop,0,5000,0.05032523901250363,exact,state,51
laptop,0,5001,0.05032523901250363,exact,state,51
laptop,0,10000,0.05032523901250363,exact,state,51
laptop,0,10001,0.05032523901250363,exact,state,51
laptop,0,50,0.06101632662452401,exact,state,500
laptop,0,51,0.06101632662452401,exact,state,500
laptop,0,500,0.4508530603792838,exact,state,500
laptop,0,501,0.06101632662452401,exact,state,500
laptop,0,1000,0.06101632662452401,exact,state,500
laptop,0,1001,0.06101632662452401,exact,state,500
laptop,0,5000,0.06101632662452401,exact,state,500
laptop,0,5001,0.06101632662452401,exact,state,500
laptop,0,10000,0.06101632662452401,exact,state,500
laptop,0,10001,0.06101632662452401,exact,state,500
laptop,0,50,0.04664461155710105,exact,state,501
laptop,0,51,0.04664461155710105,exact,state,501
laptop,0,500,0.28218345603494316,exact,state,501
laptop,0,501,0.34465965150824857,exact,state,501
laptop,0,1000,0.04664461155710105,exact,state,501
laptop,0,1001,0.04664461155710105,exact,state,501
laptop,0,5000,0.04664461155710105,exact,state,501
laptop,0,5001,0.04664461155710105,exact,state,501
laptop,0,10000,0.04664461155710105,exact,state,501
laptop,0,10001,0.04664461155710105,exact,state,501
laptop,0,50,0.06101632662452401,exact,state,1000
laptop,0,51,0.06101632662452401,exact,state,1000
laptop,0,500,0.06101632662452401,exact,state,1000
laptop,0,501,0.06101632662452401,exact,state,1000
laptop,0,1000,0.4508530603792838,exact,state,1000
laptop,0,1001,0.06101632662452401,exact,state,1000
laptop,0,5000,0.06101632662452401,exact,state,1000
laptop,0,5001,0.06101632662452401,exact,state,1000
laptop,0,10000,0.06101632662452401,exact,state,1000
laptop,0,10001,0.06101632662452401,exact,state,1000
laptop,0,50,0.05677109720098391,exact,state,1001
laptop,0,51,0.05677109720098391,exact,state,1001
laptop,0,500,0.05677109720098391,exact,state,1001
laptop,0,501,0.05677109720098391,exact,state,1001
laptop,0,1000,0.1263464003762139,exact,state,1001
laptop,0,1001,0.41948482201591497,exact,state,1001
laptop,0,5000,0.05677109720098391,exact,state,1001
laptop,0,5001,0.05677109720098391,exact,state,1001
laptop,0,10000,0.05677109720098391,exact,state,1001
laptop,0,10001,0.05677109720098391,exact,state,1001
laptop,0,50,0.06101632662452401,exact,state,5000
laptop,0,51,0.06101632662452401,exact,state,5000
laptop,0,500,0.06101632662452401,exact,state,5000
laptop,0,501,0.06101632662452401,exact,state,5000
laptop,0,1000,0.06101632662452401,exact,state,5000
laptop,0,1001,0.06101632662452401,exact,state,5000
laptop,0,5000,0.4508530603792838,exact,state,5000
laptop,0,5001,0.06101632662452401,exact,state,5000
laptop,0,10000,0.06101632662452401,exact,state,5000
laptop,0,10001,0.06101632662452401,exact,state,5000
laptop,0,50,0.04793173717522433,exact,state,5001
laptop,0,51,0.04793173717522433,exact,state,5001
laptop,0,500,0.04793173717522433,exact,state,5001
laptop,0,501,0.04793173717522433,exact,state,5001
laptop,0,1000,0.04793173717522433,exact,state,5001
laptop,0,1001,0.04793173717522433,exact,state,5001
laptop,0,5000,0.26237580769127294,exact,state,5001
laptop,0,5001,0.3541702949069323,exact,state,5001
laptop,0,10000,0.04793173717522433,exact,state,5001
laptop,0,10001,0.04793173717522433,exact,state,5001
laptop,0,50,0.06101632662452401,exact,state,10000
laptop,0,51,0.06101632662452401,exact,state,10000
laptop,0,500,0.06101632662452401,exact,state,10000
laptop,0,501,0.06101632662452401,exact,state,10000
laptop,0,1000,0.06101632662452401,exact,state,10000
laptop,0,1001,0.06101632662452401,exact,state,10000
laptop,0,5000,0.06101632662452401,exact,state,10000
laptop,0,5001,0.06101632662452401,exact,state,10000
laptop,0,10000,0.4508530603792838,exact,state,10000
laptop,0,10001,0.06101632662452401,exact,state,10000
laptop,0,50,0.06101632662452401,exact,state,10001
laptop,0,51,0.06101632662452401,exact,state,10001
laptop,0,500,0.06101632662452401,exact,state,10001
laptop,0,501,0.06101632662452401,exact,state,10001
laptop,0,1000,0.06101632662452401,exact,state,10001
laptop,0,1001,0.06101632662452401,exact,state,10001
laptop,0,5000,0.06101632662452401,exact,state,10001
laptop,0,5001,0.06101632662452401,exact,state,10001
laptop,0,10000,0.06101632662452401,exact,state,10001
laptop,0,10001,0.4508530603792838,exact,state,10001
watch,0,50,0.4508530603792838,exact,state,50
watch,0,51,0.06101632662452401,exact,state,50
watch,0,500,0.06101632662452401,exact,state,50
watch,0,501,0.06101632662452401,exact,state,50
watch,0,1000,0.06101632662452401,exact,state,50
watch,0,1001,0.06101632662452401,exact,state,50
watch,0,5000,0.06101632662452401,exact,state,50
watch,0,5001,0.06101632662452401,exact,state,50
watch,0,10000,0.06101632662452401,exact,state,50
watch,0,10001,0.06101632662452401,exact,state,50
watch,0,50,0.2085551616439781,exact,state,51
watch,0,51,0.3800122809499741,exact,state,51
watch,0,500,0.05142906967575598,exact,state,51
watch,0,501,0.05142906967575598,exact,state,51
watch,0,1000,0.05142906967575598,exact,state,51
watch,0,1001,0.05142906967575598,exact,state,51
watch,0,5000,0.05142906967575598,exact,state,51
watch,0,5001,0.05142906967575598,exact,state,51
watch,0,10000,0.05142906967575598,exact,state,51
watch,0,10001,0.05142906967575598,exact,state,51
watch,0,50,0.06101632662452401,exact,state,500
watch,0,51,0.06101632662452401,exact,state,500
watch,0,500,0.4508530603792838,exact,state,500
watch,0,501,0.06101632662452401,exact,state,500
watch,0,1000,0.06101632662452401,exact,state,500
watch,0,1001,0.06101632662452401,exact,state,500
watch,0,5000,0.06101632662452401,exact,state,500
watch,0,5001,0.06101632662452401,exact,state,500
watch,0,10000,0.06101632662452401,exact,state,500
watch,0,10001,0.06101632662452401,exact,state,500
watch,0,50,0.04664461155710105,exact,state,501
watch,0,51,0.04664461155710105,exact,state,501
watch,0,500,0.28218345603494316,exact,state,501
watch,0,501,0.34465965150824857,exact,state,501
watch,0,1000,0.04664461155710105,exact,state,501
watch,0,1001,0.04664461155710105,exact,state,501
watch,0,5000,0.04664461155710105,exact,state,501
watch,0,5001,0.04664461155710105,exact,state,501
watch,0,10000,0.04664461155710105,exact,state,501
watch,0,10001,0.04664461155710105,exact,state,501
watch,0,50,0.06101632662452401,exact,state,1000
watch,0,51,0.06101632662452401,exact,state,1000
watch,0,500,0.06101632662452401,exact,state,1000
watch,0,501,0.06101632662452401,exact,state,1000
watch,0,1000,0.4508530603792838,exact,state,1000
watch,0,1001,0.06101632662452401,exact,state,1000
watch,0,5000,0.06101632662452401,exact,state,1000
watch,0,5001,0.06101632662452401,exact,state,1000
watch,0,10000,0.06101632662452401,exact,state,1000
watch,0,10001,0.06101632662452401,exact,state,1000
watch,0,50,0.06097893286248044,exact,state,1001
watch,0,51,0.06097893286248044,exact,state,1001
watch,0,500,0.06097893286248044,exact,state,1001
watch,0,501,0.06097893286248044,exact,state,1001
watch,0,1000,0.06159178132636263,exact,state,1001
watch,0,1001,0.4505767557737938,exact,state,1001
watch,0,5000,0.06097893286248044,exact,state,1001
watch,0,5001,0.06097893286248044,exact,state,1001
watch,0,10000,0.06097893286248044,exact,state,1001
watch,0,10001,0.06097893286248044,exact,state,1001
watch,0,50,0.06101632662452401,exact,state,5000
watch,0,51,0.06101632662452401,exact,state,5000
watch,0,500,0.06101632662452401,exact,state,5000
watch,0,501,0.06101632662452401,exact,state,5000
watch,0,1000,0.06101632662452401,exact,state,5000
watch,0,1001,0.06101632662452401,exact,state,5000
watch,0,5000,0.4508530603792838,exact,state,5000
watch,0,5001,0.06101632662452401,exact,state,5000
watch,0,10000,0.06101632662452401,exact,state,5000
watch,0,10001,0.06101632662452401,exact,state,5000
watch,0,50,0.04664461155710105,exact,state,5001
watch,0,51,0.04664461155710105,exact,state,5001
watch,0,500,0.04664461155710105,exact,state,5001
watch,0,501,0.04664461155710105,exact,state,5001
watch,0,1000,0.04664461155710105,exact,state,5001
watch,0,1001,0.04664461155710105,exact,state,5001
watch,0,5000,0.28218345603494316,exact,state,5001
watch,0,5001,0.34465965150824857,exact,state,5001
watch,0,10000,0.04664461155710105,exact,state,5001
watch,0,10001,0.04664461155710105,exact,state,5001
watch,0,50,0.06101632662452401,exact,state,10000
watch,0,51,0.06101632662452401,exact,state,10000
watch,0,500,0.06101632662452401,exact,state,10000
watch,0,501,0.06101632662452401,exact,state,10000
watch,0,1000,0.06101632662452401,exact,state,10000
watch,0,1001,0.06101632662452401,exact,state,10000
watch,0,5000,0.06101632662452401,exact,state,10000
watch,0,5001,0.06101632662452401,exact,state,10000
watch,0,10000,0.4508530603792838,exact,state,10000
watch,0,10001,0.06101632662452401,exact,state,10000
watch,0,50,0.06101632662452401,exact,state,10001
watch,0,51,0.06101632662452401,exact,state,10001
watch,0,500,0.06101632662452401,exact,state,10001
watch,0,501,0.06101632662452401,exact,state,10001
watch,0,1000,0.06101632662452401,exact,state,10001
watch,0,1001,0.06101632662452401,exact,state,10001
watch,0,5000,0.06101632662452401,exact,state,10001
watch,0,5001,0.06101632662452401,exact,state,10001
watch,0,10000,0.06101632662452401,exact,state,10001
watch,0,10001,0.4508530603792838,exact,state,10001
electric kettle,0,50,0.45864594464519726,fuzzy,state,50
electric kettle,0,51,0.45864594464519726,fuzzy,state,50
electric kettle,0,500,0.010678993099118158,fuzzy,state,50
electric kettle,0,501,0.010467534868007613,fuzzy,state,50
electric kettle,0,1000,0.010260263790413265,fuzzy,state,50
electric kettle,0,1001,0.010260263790413265,fuzzy,state,50
electric kettle,0,5000,0.010260263790413265,fuzzy,state,50
electric kettle,0,5001,0.010260263790413265,fuzzy,state,50
electric kettle,0,10000,0.010260263790413265,fuzzy,state,50
electric kettle,0,10001,0.010260263790413265,fuzzy,state,50
electric kettle,0,50,0.01585649401875069,fuzzy,state,500
electric kettle,0,51,0.0156987192671088,fuzzy,state,500
electric kettle,0,500,0.8571210298738184,fuzzy,state,500
electric kettle,0,501,0.016015854433008247,fuzzy,state,500
electric kettle,0,1000,0.016339396154228473,fuzzy,state,500
electric kettle,0,1001,0.0156987192671088,fuzzy,state,500
electric kettle,0,5000,0.016015854433008247,fuzzy,state,500
electric kettle,0,5001,0.0156987192671088,fuzzy,state,500
electric kettle,0,10000,0.01585649401875069,fuzzy,state,500
electric kettle,0,10001,0.0156987192671088,fuzzy,state,500
electric kettle,0,50,0.015711263951557936,fuzzy,state,1000
electric kettle,0,51,0.015711263951557936,fuzzy,state,1000
electric kettle,0,500,0.015711263951557936,fuzzy,state,1000
electric kettle,0,501,0.015711263951557936,fuzzy,state,1000
electric kettle,0,1000,0.8578059464374908,fuzzy,state,1000
electric kettle,0,1001,0.016028652536893468,fuzzy,state,1000
electric kettle,0,5000,0.016028652536893468,fuzzy,state,1000
electric kettle,0,5001,0.015711263951557936,fuzzy,state,1000
electric kettle,0,10000,0.01586916477937456,fuzzy,state,1000
electric kettle,0,10001,0.015711263951557936,fuzzy,state,1000
electric kettle,0,50,0.015711263951557936,fuzzy,state,5000
electric kettle,0,51,0.015711263951557936,fuzzy,state,5000
electric kettle,0,500,0.015711263951557936,fuzzy,state,5000
electric kettle,0,501,0.015711263951557936,fuzzy,state,5000
electric kettle,0,1000,0.01586916477937456,fuzzy,state,5000
electric kettle,0,1001,0.015711263951557936,fuzzy,state,5000
electric kettle,0,5000,0.8578059464374908,fuzzy,state,5000
electric kettle,0,5001,0.016028652536893468,fuzzy,state,5000
electric kettle,0,10000,0.016028652536893468,fuzzy,state,5000
electric kettle,0,10001,0.015711263951557936,fuzzy,state,5000
electric kettle,0,50,0.014562824269354879,fuzzy,state,10000
electric kettle,0,51,0.014562824269354879,fuzzy,state,10000
electric kettle,0,500,0.014562824269354879,fuzzy,state,10000
electric kettle,0,501,0.014562824269354879,fuzzy,state,10000
electric kettle,0,1000,0.08809995291579406,fuzzy,state,10000
electric kettle,0,1001,0.014562824269354879,fuzzy,state,10000
electric kettle,0,5000,0.014562824269354879,fuzzy,state,10000
electric kettle,0,5001,0.014562824269354879,fuzzy,state,10000
electric kettle,0,10000,0.7951032643645518,fuzzy,state,10000
electric kettle,0,10001,0.014857012834170008,fuzzy,state,10000
laptop,0,50,0.4585996199746355,fuzzy,state,50
laptop,0,51,0.4585996199746355,fuzzy,state,50
laptop,0,500,0.010571667463152896,fuzzy,state,50
laptop,0,501,0.010466477614346012,fuzzy,state,50
laptop,0,1000,0.010466477614346012,fuzzy,state,50
laptop,0,1001,0.010259227471776815,fuzzy,state,50
laptop,0,5000,0.010259227471776815,fuzzy,state,50
laptop,0,5001,0.010259227471776815,fuzzy,state,50
laptop,0,10000,0.010259227471776815,fuzzy,state,50
laptop,0,10001,0.010259227471776815,fuzzy,state,50
laptop,0,50,0.015659265538456472,fuzzy,state,500
laptop,0,51,0.015659265538456472,fuzzy,state,500
laptop,0,500,0.8549669292774917,fuzzy,state,500
laptop,0,501,0.019126270119433235,fuzzy,state,500
laptop,0,1000,0.015975603686168093,fuzzy,state,500
laptop,0,1001,0.015659265538456472,fuzzy,state,500
laptop,0,5000,0.015975603686168093,fuzzy,state,500
laptop,0,5001,0.015659265538456472,fuzzy,state,500
laptop,0,10000,0.015659265538456472,fuzzy,state,500
laptop,0,10001,0.015659265538456472,fuzzy,state,500
laptop,0,50,0.015661755129683597,fuzzy,state,1000
laptop,0,51,0.015661755129683597,fuzzy,state,1000
laptop,0,500,0.015661755129683597,fuzzy,state,1000
laptop,0,501,0.015661755129683597,fuzzy,state,1000
laptop,0,1000,0.8551028563528313,fuzzy,state,1000
laptop,0,1001,0.019129310913024732,fuzzy,state,1000
laptop,0,5000,0.01581915838556824,fuzzy,state,1000
laptop,0,5001,0.015661755129683597,fuzzy,state,1000
laptop,0,10000,0.01597814357047412,fuzzy,state,1000
laptop,0,10001,0.015661755129683597,fuzzy,state,1000
laptop,0,50,0.01570625379066814,fuzzy,state,5000
laptop,0,51,0.01570625379066814,fuzzy,state,5000
laptop,0,500,0.0158641042655307,fuzzy,state,5000
laptop,0,501,0.01570625379066814,fuzzy,state,5000
laptop,0,1000,0.0158641042655307,fuzzy,state,5000
laptop,0,1001,0.01570625379066814,fuzzy,state,5000
laptop,0,5000,0.8575324009215394,fuzzy,state,5000
laptop,0,5001,0.016023541164039947,fuzzy,state,5000
laptop,0,10000,0.016184580430018594,fuzzy,state,5000
laptop,0,10001,0.01570625379066814,fuzzy,state,5000
laptop,0,50,0.014681592930218897,fuzzy,state,10000
laptop,0,51,0.014681592930218897,fuzzy,state,10000
laptop,0,500,0.014681592930218897,fuzzy,state,10000
laptop,0,501,0.014681592930218897,fuzzy,state,10000
laptop,0,1000,0.08036626732677224,fuzzy,state,10000
laptop,0,1001,0.014681592930218897,fuzzy,state,10000
laptop,0,5000,0.014978180781136663,fuzzy,state,10000
laptop,0,5001,0.014681592930218897,fuzzy,state,10000
laptop,0,10000,0.801587813529641,fuzzy,state,10000
laptop,0,10001,0.014978180781136663,fuzzy,state,10000
watch,0,50,0.4586937192988127,fuzzy,state,50
watch,0,51,0.4586937192988127,fuzzy,state,50
watch,0,500,0.01068010547174944,fuzzy,state,50
watch,0,501,0.010364460652886227,fuzzy,state,50
watch,0,1000,0.010261332546289803,fuzzy,state,50
watch,0,1001,0.010261332546289803,fuzzy,state,50
watch,0,5000,0.010261332546289803,fuzzy,state,50
watch,0,5001,0.010261332546289803,fuzzy,state,50
watch,0,10000,0.010261332546289803,fuzzy,state,50
watch,0,10001,0.010261332546289803,fuzzy,state,50
watch,0,50,0.015649264613781286,fuzzy,state,500
watch,0,51,0.015649264613781286,fuzzy,state,500
watch,0,500,0.8544208972916055,fuzzy,state,500
watch,0,501,0.019114054962450805,fuzzy,state,500
watch,0,1000,0.016287923218211244,fuzzy,state,500
watch,0,1001,0.015649264613781286,fuzzy,state,500
watch,0,5000,0.015965400729412958,fuzzy,state,500
watch,0,5001,0.015649264613781286,fuzzy,state,500
watch,0,10000,0.015965400729412958,fuzzy,state,500
watch,0,10001,0.015649264613781286,fuzzy,state,500
watch,0,50,0.01567507683683695,fuzzy,state,1000
watch,0,51,0.01567507683683695,fuzzy,state,1000
watch,0,500,0.015832613978104332,fuzzy,state,1000
watch,0,501,0.015832613978104332,fuzzy,state,1000
watch,0,1000,0.8558301969186878,fuzzy,state,1000
watch,0,1001,0.017497744525718898,fuzzy,state,1000
watch,0,5000,0.01631478885807344,fuzzy,state,1000
watch,0,5001,0.01567507683683695,fuzzy,state,1000
watch,0,10000,0.015991734393963418,fuzzy,state,1000
watch,0,10001,0.01567507683683695,fuzzy,state,1000
watch,0,50,0.015680117542875245,fuzzy,state,5000
watch,0,51,0.015680117542875245,fuzzy,state,5000
watch,0,500,0.015996876929018366,fuzzy,state,5000
watch,0,501,0.015680117542875245,fuzzy,state,5000
watch,0,1000,0.015996876929018366,fuzzy,state,5000
watch,0,1001,0.015680117542875245,fuzzy,state,5000
watch,0,5000,0.8561054101432396,fuzzy,state,5000
watch,0,5001,0.017503371355329075,fuzzy,state,5000
watch,0,10000,0.015996876929018366,fuzzy,state,5000
watch,0,10001,0.015680117542875245,fuzzy,state,5000
watch,0,50,0.014525366887209266,fuzzy,state,10000
watch,0,51,0.014525366887209266,fuzzy,state,10000
watch,0,500,0.014525366887209266,fuzzy,state,10000
watch,0,501,0.014525366887209266,fuzzy,state,10000
watch,0,1000,0.08875649079815538,fuzzy,state,10000
watch,0,1001,0.014525366887209266,fuzzy,state,10000
watch,0,5000,0.01481879876271116,fuzzy,state,10000
watch,0,5001,0.014525366887209266,fuzzy,state,10000
watch,0,10000,0.7930581605943168,fuzzy,state,10000
watch,0,10001,0.01621434852156114,fuzzy,state,10000
electric kettle,0,50,0.3123951884924808,fuzzy,both,50
electric kettle,0,51,0.3123951884924808,fuzzy,both,50
electric kettle,0,500,0.04766841485000932,fuzzy,both,50
electric kettle,0,501,0.0471941061973381,fuzzy,both,50
electric kettle,0,1000,0.046724516994615176,fuzzy,both,50
electric kettle,0,1001,0.046724516994615176,fuzzy,both,50
electric kettle,0,5000,0.046724516994615176,fuzzy,both,50
electric kettle,0,5001,0.046724516994615176,fuzzy,both,50
electric kettle,0,10000,0.046724516994615176,fuzzy,both,50
electric kettle,0,10001,0.046724516994615176,fuzzy,both,50
electric kettle,1,50,0.3122485599401671,fuzzy,both,50
electric kettle,1,51,0.3122485599401671,fuzzy,both,50
electric kettle,1,500,0.047646040783704796,fuzzy,both,50
electric kettle,1,501,0.04717195475671301,fuzzy,both,50
electric kettle,1,1000,0.04717195475671301,fuzzy,both,50
